url,net_rent,plz,place,street,gross_rent,rooms,area,build_ren_year,balcony_terrace,description,objectID
https://www.homegate.ch/mieten/3001861961,1400,3012,Bern,Fabrikstrasse 41,1580,3.5,0.0,0,True," 3.5 ZWG links  Miete CHF 1’580.–  Zimmer  3.5 Fabrikstrasse 41, 3012 BernDemografie und Steuern im Überblick: Gemeinde-Ratgeber für 3012 BernVerfügbarkeitVerfügbar ab:01.09.2022Entspannt umziehen: Kostenlose Offerten für Umzug und ReinigungKostenNettomiete:CHF 1’400.– Nebenkosten:CHF 180.– Miete:CHF 1’580.– Alternative zum Mietzinsdepot: Jahresprämie ab CHF 199.10 (aktuell zusätzliche 20% Rabatt)Einfach und schnell zum Betreibungsauszug: Jetzt online bestellen für CHF 29.–EckdatenObjekttyp:WohnungAnzahl Zimmer: 3.5 Etage: 3 Merkmale und AusstattungBalkon / TerrasseBeschreibung""Wohnen im Länggass-Quartier""An der Fabrikstrasse 41, im schönen Länggass-Quartier in Bern, vermieten wir per 1. September 2022 eine 3.5 Zimmerwohnung im 3. Obergeschoss.Die Wohnung verfügt über:Parkettböden in den Zimmern (bestehend oder werden neu verlegt)abgeschlossene Küche mit FensterBadezimmer mit BadewanneEinbauschränke im KorridorBalkonKeller/EstrichDie Wohnung kann wie folgt besichtigt werden:Mittwoch, 18. Mai 2022, um 16:00 UhrEine Voranmeldung ist nicht notwendig, wir werden zu diesem Zeitpunkt vor Ort sein.Haben Sie Fragen? Wir stehen Ihnen gerne zur Verfügung.Bei den Fotos handelt es sich um Beispielbilder der Liegenschaft ""Fabrikstrasse 41/43/45"" in Bern bzw. um Fotos einer anderen 3.5 Zimmerwohnung in diesem Haus. Anbieter MGL Mössinger Gurtner Liechti Immobilien-Verwaltungs AG  Grenzweg 1 3097 LiebefeldKontakt MGL Immobilien-Verwaltungs AG  0319722128  0319722128  Nummer anzeigen Inseratenummer3001861961Objekt-Ref.3. OG links.1051698.e1d883fe-d1e3-11ec-842e-005056bdbc06",3001861961
https://www.homegate.ch/mieten/3001733076,1450,3012,Bern,Falkenweg 8,1590,2.5,0.0,0,True," Miete CHF 1’590.–  Zimmer  2.5 Falkenweg 8, 3012 BernDemografie und Steuern im Überblick: Gemeinde-Ratgeber für 3012 BernVerfügbarkeitVerfügbar ab:SofortEntspannt umziehen: Kostenlose Offerten für Umzug und ReinigungKostenNettomiete:CHF 1’450.– Nebenkosten:CHF 140.– Miete:CHF 1’590.– Alternative zum Mietzinsdepot: Jahresprämie ab CHF 200.30 (aktuell zusätzliche 20% Rabatt)Einfach und schnell zum Betreibungsauszug: Jetzt online bestellen für CHF 29.–EckdatenObjekttyp:WohnungAnzahl Zimmer: 2.5 Etage: 3 Merkmale und AusstattungBalkon / TerrasseKabel-TVBeschreibung""erwohnung mit Balkon im Länggass-Quartier (Nähe Uni, äusserst zentral)""Wir vermieten ab sofort oder nach Vereinbarung eine freundliche, helle 2.5-Zimmerwohnung im 3. Stock (ohne Lift) im Länggass-Quartier ganz in der Nähe von Universität und Bahnhof Bern.Diese moderne Wohnung bietet Ihnen folgende Vorzüge:- dunkler Plattenboden im Wohnbereich/Küche (18 m2)- Parkett im Schlafzimmer (16 m2)- Küche mit Geschirrspüler, Backofen, Glaskeramik-Herd und Kühlschrank- sonniger Balkon (5 Meter)- moderne Dusche + Toilette- grosser Estrichraum- Kellerabteil- wenige Geh-Minuten zur Universität sowie Bahnhof BernWir freuen uns, Sie bei einer Besichtigung begrüssen zu dürfen.Links:www.bern.chwww.be.chAnbieter Niederer AG  Unterdorfstrasse 5 3072 OstermundigenKontakt Claude Amstutz  031 340 55 16  031 340 55 16  Nummer anzeigen Inseratenummer3001733076Objekt-Ref.12448.1320",3001733076
https://www.homegate.ch/mieten/3000802714,1645,3012,Bern,Niesenweg 1,1795,1.5,43.0,0,True," RDB Probewohnen  Miete CHF 1’795.–  Zimmer  1.5  Fläche  43 m2Niesenweg 1, 3012 BernDemografie und Steuern im Überblick: Gemeinde-Ratgeber für 3012 BernVerfügbarkeitVerfügbar ab:SofortEntspannt umziehen: Kostenlose Offerten für Umzug und ReinigungKostenNettomiete:CHF 1’645.– Nebenkosten:CHF 150.– Miete:CHF 1’795.– Alternative zum Mietzinsdepot: Jahresprämie ab CHF 226.20 (aktuell zusätzliche 20% Rabatt)Einfach und schnell zum Betreibungsauszug: Jetzt online bestellen für CHF 29.–EckdatenObjekttyp:WohnungAnzahl Zimmer: 1.5 Etage: 3 Wohnfläche: 43 m2Nutzfläche: 43 m2Raumhöhe: 2.48 mMerkmale und AusstattungHaustiere erlaubtBalkon / TerrasseKabel-TVAussichtRollstuhlgängigLiftIn WohngemeinschaftBeschreibung""Unabhängig und sicher Wohnen. Wir zügeln für Sie....""Sie möchten unabhängig wohnen, aber auch Hilfen in Anspruch nehmen können, wenn diese nötig werden. Die Tertianum Résidence in Bern bietet dies in ihren Betreuten Wohnungen für Senioren. Am Niesenweg 1, in Bern finden Sie eine seniorengerechte Wohnanlage, in denen sich Tertianum- Mitarbeiter*innen um Sie kümmern und die Unterstützung organisieren, die Sie benötigen.Betreutes Wohnen steht für weitest mögliche Selbstständigkeit im Alter. Unser Senioreninnen und Senioren wohnen weiterhin im privaten Umfeld eigener vier Wände, bekommen aber Hilfestellung und Leistungen wo nötig. Unsere Leistungen sind vielseitig, wie z. B.:- Ein Service-Empfang als Anlaufstelle für Gäste und Angehörige, welcher von Montag bis Freitag besetzt ist- Beratung und Hilfestellung bei behördlichen Angelegenheiten- Information an Angehörige und Ärzte im Krankheits- oder Notfall- Organisation und Durchführung gemeinschaftlicher Feste im Jahr- Wäsche- und Reinigungsservice- Hauseigener Spitex - Eigenes Restaurant ""Gurtenblick""- Zimmerservice- Fitnessraum (Alter 50+)- 24 Stunden Hausnotruf-System- Dachterrasse- u.v.m.Sie möchten mehr erfahren? Vereinbaren Sie einen unverbindlichen Besichtigungstermin und überzeugen Sie sich persönlich von unserem hochwertigen Wohnungsangebot im Herzen von Bern. Jetzt Probewohnen in der Résidence (ab CHF 95 pro Tag inkl. Vollpension)WebseiteBesichtigungSie erreichen uns in der Regel Montag-Freitag von 8:00 Uhr bis 17:00 Uhr Online Live-Besichtigungen  Kontakt für Besichtigung  Damaris Hofstetter  0313003636  0313003636  Nummer anzeigen Anbieter Tertianum Management AG  Seminarstrasse 28 8057 ZürichKontakt Damaris Hofstetter  0313003636  0313003636  Nummer anzeigen Inseratenummer3000802714Objekt-Ref.1.1",3000802714
https://www.homegate.ch/mieten/3001845783,1500,3012,Bern,Hallerstrasse 31a,1800,3.0,65.0,1910,False," Miete CHF 1’800.–  Zimmer  3  Fläche  65 m2Hallerstrasse 31a, 3012 BernDemografie und Steuern im Überblick: Gemeinde-Ratgeber für 3012 BernVerfügbarkeitVerfügbar ab:01.08.2022Entspannt umziehen: Kostenlose Offerten für Umzug und ReinigungKostenNettomiete:CHF 1’500.– Nebenkosten:CHF 300.– Miete:CHF 1’800.– Alternative zum Mietzinsdepot: Jahresprämie ab CHF 226.80 (aktuell zusätzliche 20% Rabatt)Einfach und schnell zum Betreibungsauszug: Jetzt online bestellen für CHF 29.–EckdatenObjekttyp:WohnungAnzahl Zimmer: 3 Etage: 4 Wohnfläche: 65 m2Baujahr: 1910 Merkmale und AusstattungLiftBeschreibung""3-Zimmer-Dachwohnung mit Charme""Die Liegenschaft befindet sich an ruhiger und dennoch sehr zentraler Lage in der Länggasse. Sämtliche Einkaufsmöglichkeiten, Schulen sowie die öffentlichen Verkehrsmittel sind in wenigen Gehminuten zu erreichen.Wir vermieten per 1. August 2022 oder nach Vereinbarung eine helle, geräumige, moderne Dachwohnung mit eigenem Liftzugang. Im Wohnbereich ist ein Vinylboden im Holzdesign verlegt. Die Küche verfügt über einen Geschirrspüler sowie ein Glaskeramikkochfeld. Die Nasszelle ist mit einer Badewanne ausgestattet. Ein Einbauschrank steht Ihnen im Eingangsbereich zur Verfügung. Ebenfalls ist eine Waschmaschine in der Wohnung vorhanden. Ein Kellerabteil gehört zur Wohnung dazu. Die Wohnung verfügt über keinen Balkon.  Haben wir Ihr Interesse geweckt? Zögern Sie nicht und kontaktieren Sie uns. Wir freuen uns auf Ihren Anruf!BesichtigungDie Besichtigungstermine finden jeweils am Montag zwischen 18.00-20.00 Uhr statt. Bitte um vorgängige Anmeldung bei Frau Mosimann unter der Nummer 079 814 65 53 Online Live-Besichtigungen Anbieter Robert Pfister AG  Neuengasse 17 3011 BernKontakt Jakob Katja  031 320 31 21  031 320 31 21  Nummer anzeigen Inseratenummer3001845783Objekt-Ref.103186.440010",3001845783
https://www.homegate.ch/mieten/3001838702,2200,3012,Bern,Mittelstrasse 40/42,2420,3.5,77.0,2018,True," Grundrissplan  Miete CHF 2’420.–  Zimmer  3.5  Fläche  77 m2Mittelstrasse 40/42, 3012 BernDemografie und Steuern im Überblick: Gemeinde-Ratgeber für 3012 BernVerfügbarkeitVerfügbar ab:01.07.2022Entspannt umziehen: Kostenlose Offerten für Umzug und ReinigungKostenNettomiete:CHF 2’200.– Nebenkosten:CHF 220.– Miete:CHF 2’420.– Alternative zum Mietzinsdepot: Jahresprämie ab CHF 304.90 (aktuell zusätzliche 20% Rabatt)Einfach und schnell zum Betreibungsauszug: Jetzt online bestellen für CHF 29.–EckdatenObjekttyp:WohnungAnzahl Zimmer: 3.5 Etage: 3 Wohnfläche: 77 m2Letztes Renovationsjahr: 2018 Baujahr: 1977 Merkmale und AusstattungHaustiere erlaubtBalkon / TerrasseAussichtGarageLiftBeschreibung""Wohnen in lebendigem Stadtquartier""Die moderne Wohnung befindet sich in einem lebendigen Stadtquartier mit Einkaufsmöglichkeiten in unmittelbarer Nähe. Sie ist ideal für Paare, die eine optimale Anbindung an den öffentlichen Verkehr zu schätzen wissen.Für Ihre Wohnqualität:- Küche mit Glaskeramik und Geschirrspüler- Parkettboden in Wohn-/ Schlafzimmer und Küche- Plattenboden in Nasszelle- Nasszelle mit Bad- Nasszelle mit separatem WC- zwei Balkone- Einbauschrank beim Eingang- Keller- LiftDie Fotos stammen von einer typähnlichen Wohnung. Interessiert? Dann lohnt sich eine Besichtigung.Anbieter Regimo Bern AG  Thunstrasse 32 3005 BernKontakt Céline Graf  +41 31 350 50 85  +41 31 350 50 85  Nummer anzeigen Inseratenummer3001838702Objekt-Ref.21551.03.1035",3001838702
https://www.homegate.ch/mieten/3001855569,2450,3012,Bern,Bierhübeliweg 33,2680,3.5,74.0,2016,True," Bierhübeliweg 33 Grundiss DG,100.pdf  Miete CHF 2’680.–  Zimmer  3.5  Fläche  74 m2Bierhübeliweg 33, 3012 BernDemografie und Steuern im Überblick: Gemeinde-Ratgeber für 3012 BernVerfügbarkeitVerfügbar ab:01.08.2022Entspannt umziehen: Kostenlose Offerten für Umzug und ReinigungKostenNettomiete:CHF 2’450.– Nebenkosten:CHF 230.– Miete:CHF 2’680.– Alternative zum Mietzinsdepot: Jahresprämie ab CHF 337.70 (aktuell zusätzliche 20% Rabatt)Einfach und schnell zum Betreibungsauszug: Jetzt online bestellen für CHF 29.–EckdatenObjekttyp:WohnungAnzahl Zimmer: 3.5 Etage: 5 Wohnfläche: 74 m2Letztes Renovationsjahr: 2016 Baujahr: 2016 Merkmale und AusstattungHaustiere erlaubtBalkon / TerrasseKabel-TVAussichtKinderfreundlichLiftAltbauBeschreibung""Über den Dächern der Längasse""Diese wunderschöne Wohnung im beliebten Länggassquartier bietet Ihnen:moderne, offene Küche mit Geschirrspüler und Glaskeramik sowie TiefkühlschubladenBad/WCDusche/WCDachterrasse (70m²) mit wunderschöner WeitsichtKellerabteileigene WM/TU Die Bilder stammen von einer Typgleichen Wohnung. Haben wir Ihr Interesse geweckt? Zögern Sie nicht und vereinbaren Sie einen Besichtigungstermin.WebseiteAnbieter Adlatus AG  Hohle Gasse 4 3097 LiebefeldKontakt Yannick Morf  +41-581005888  +41-581005888  Nummer anzeigen Inseratenummer3001855569Objekt-Ref.(7070817)",3001855569
https://www.homegate.ch/mieten/3001871407,2910,3012,Bern,Sennweg 4,3200,4.5,136.0,1964,True," Grundriss  Miete CHF 3’200.–  Zimmer  4.5  Fläche  136 m2Sennweg 4, 3012 BernDemografie und Steuern im Überblick: Gemeinde-Ratgeber für 3012 BernVerfügbarkeitVerfügbar ab:01.09.2022Entspannt umziehen: Kostenlose Offerten für Umzug und ReinigungKostenNettomiete:CHF 2’910.– Nebenkosten:CHF 290.– Miete:CHF 3’200.– Alternative zum Mietzinsdepot: Jahresprämie ab CHF 403.20 (aktuell zusätzliche 20% Rabatt)Einfach und schnell zum Betreibungsauszug: Jetzt online bestellen für CHF 29.–EckdatenObjekttyp:WohnungAnzahl Zimmer: 4.5 Etage: 2 Wohnfläche: 136 m2Baujahr: 1964 Merkmale und AusstattungHaustiere erlaubtBalkon / TerrasseKabel-TVRollstuhlgängigKinderfreundlichGarageLiftNeubauBeschreibung""Topmoderne Wohnung und nahe beim Bahnhof Bern!""Wir vermieten im Herzen der Länggasse eine schöne und attraktive Wohnung. Die Liegenschaft befindet sich wenige Gehminuten vom Bahnhof Bern entfernt (Fotos typähnlich).Die Wohnung verfügt über folgende Ausstattung:- Böden Parkett/Platten- Entrée inkl. Garderobe- Küche mit Glaskeramik und Steamer- Bad mit Badewanne und zwei Lavabos- Sep. Dusche/WC- Eigener Waschturm- Terrasse- Reduit- Helle Räume- LiftEinstellhalle:Bei Bedarf kann einen Einstellplatz à CHF 130.-/Monat dazu gemietet werden.Bewerben Sie sich jetzt Online bei unsunter: www.mywincasa.ch/bewerben . Ihr Bewerbungscode: 05018.04.4021Sollten wir Ihr Interesse geweckt haben, zögern Sie nicht uns zu kontaktieren.WebseiteBesichtigungDie Besichtigung findet wie folgt statt:- Dienstag, 17.05.2022 um 17.00 UhrBitte melden Sie sich bei unserer Mieterin Frau Marci.Die BAG Hygiene- und Verhaltensregeln werden während den Besichtigungen eingehalten. Online Live-Besichtigungen Anbieter Wincasa AG  Wincasa Filiale Bern 1  Laupenstr. 19 / Postfach 3001 BernKontakt Wincasa AG  058 455 77 77  058 455 77 77  Nummer anzeigen Inseratenummer3001871407Objekt-Ref.05018.04.0421",3001871407
https://www.homegate.ch/mieten/3001807360,0,3012,Bern,Zähringerstrasse 4,0,10.5,0.0,0,False," Miete auf Anfrage Zimmer  10.5 Zähringerstrasse 4, 3012 BernDemografie und Steuern im Überblick: Gemeinde-Ratgeber für 3012 BernVerfügbarkeitVerfügbar ab:Nach VereinbarungEntspannt umziehen: Kostenlose Offerten für Umzug und ReinigungKostenMiete:auf AnfrageAlternative zum Mietzinsdepot: Jetzt Jahresprämie berechnen (aktuell zusätzliche 20% Rabatt)Einfach und schnell zum Betreibungsauszug: Jetzt online bestellen für CHF 29.–EckdatenObjekttyp:EinfamilienhausAnzahl Zimmer: 10.5 Beschreibung""Mehr als Wohnen in der Länggasse-wohnen und arbeiten unter einem Dach!""Das Einfamilienhaus befindet sich im beliebten Berner Trendquartier Länggasse - einen lebendigen Ortsteil von Bern.  Wir vermieten per sofort oder nach Vereinbarung ein charmantes Einfamilienhaus, wo Sie Ihre Wohnträume verwirklichen können.    Das wundervolle Anwesen verfügt über einen separaten Eingang zum Dachgeschoss, somit besteht die Möglichkeit, im Dachgeschoss eine Praxis oder ein Büro einzurichten.  Das Haus überzeugt durch folgende Eigenschaften:  - Vorteilhafte Raumaufteilung - Gut besonnte Räume - Kinderfreundliche Lage - Einkaufsmöglichkeiten in der Nähe - Gute ÖV-Verbindungen in der Umgebung - Grosses Grundstück - Traumhafter Garten mit Pool - Garage vorhanden  Gerne senden wir Ihnen die ausführliche Dokumentation zu oder vereinbaren einen individuellen Besichtigungstermin. Wir freuen uns auf Ihren Anruf.   Haben Sie selber eine Immobilie zu verkaufen?  Dank unseren Verkaufserfahrungen sind wir IHR idealer Partner. Kontaktieren Sie uns für einen ersten unverbindlichen Erfahrungsaustausch! Tel. 031 954 12 12 Naherholungsgebiete in der Nähe   Gute Verkehrsanbindung mit dem Auto   Sehr gut ausgebautes ÖV-Netz   Diverse Einkaufsmöglichkeiten   Schule, Universitäten und Kindergarten in naher Umgebung   Zahlreiche Freizeitangebote   Diverse RestaurantsBesichtigung Online Live-Besichtigungen  Kontakt für Besichtigung  Melanie Künti  031 959 59 74  031 959 59 74  Nummer anzeigen Anbieter Zollinger Immobilien Vermarktungen AG  Worbstrasse 237 3073 GümligenKontakt Melanie Künti  031 959 59 74  031 959 59 74  Nummer anzeigen Inseratenummer3001807360Objekt-Ref.ZO1801",3001807360
https://www.homegate.ch/mieten/3001833468,630,3013,Bern,Römerweg 1,760,1.0,0.0,0,False," Miete CHF 760.–  Zimmer  1 Römerweg 1, 3013 BernDemografie und Steuern im Überblick: Gemeinde-Ratgeber für 3013 BernVerfügbarkeitVerfügbar ab:16.08.2022Entspannt umziehen: Kostenlose Offerten für Umzug und ReinigungKostenNettomiete:CHF 630.– Nebenkosten:CHF 130.– Miete:CHF 760.– Alternative zum Mietzinsdepot: Jahresprämie ab CHF 95.80 (aktuell zusätzliche 20% Rabatt)Einfach und schnell zum Betreibungsauszug: Jetzt online bestellen für CHF 29.–EckdatenObjekttyp:WohnungAnzahl Zimmer: 1 Etage: 2 Beschreibung""Wohnen im Nordring""Das Wohn- und Geschäftshaus mit Lift befindet sich an zentraler Lage im Lorraine-Quartier im Norden von Bern. In unmittelbarer Nähe gibt es Einkaufsmöglichkeiten und trendige Restaurants. In wenigen Gehminuten erreichen Sie die Busstation. Zu Fuss oder mit dem Bus sind Sie in Kürze im Stadtzentrum .Die Wohnung verfügt über folgendes: -Abgeschlossene Küche-Dusche mit WC + Lavabo-Parkettbodenbelag-WandschrankÖffentliche Verkehrsmittel sind in unmittelbarer Nähe. Für weitere Auskünfte sowie einen unverbindlichen Besichtigungstermin sind wir gerne für Sie da.Hinweis: Es handelt sich dabei um Fotos zwecks Veranschaulichung der Materialisierung. Sie können jedoch vom Objekt leicht abweichen.Anbieter Von Graffenried AG Liegenschaften  Marktgass-Passage 3 3011 BernKontakt Cyril Thöni  +41 31 320 53 52  +41 31 320 53 52  Nummer anzeigen Inseratenummer3001833468Objekt-Ref.15460.01.423010",3001833468
https://www.homegate.ch/mieten/3001854531,800,3013,Bern,Waldhöheweg 1,930,1.0,26.0,0,False," Miete CHF 930.–  Zimmer  1  Fläche  26 m2Waldhöheweg 1, 3013 BernDemografie und Steuern im Überblick: Gemeinde-Ratgeber für 3013 BernVerfügbarkeitVerfügbar ab:SofortEntspannt umziehen: Kostenlose Offerten für Umzug und ReinigungKostenNettomiete:CHF 800.– Nebenkosten:CHF 130.– Miete:CHF 930.– Alternative zum Mietzinsdepot: Jahresprämie ab CHF 117.20 (aktuell zusätzliche 20% Rabatt)Einfach und schnell zum Betreibungsauszug: Jetzt online bestellen für CHF 29.–EckdatenObjekttyp:StudioAnzahl Zimmer: 1 Etage: 4 Wohnfläche: 26 m2Merkmale und AusstattungAltbauBeschreibung""Studiowohnung im ""Breitsch"" zu vermieten""Per sofort oder nach Vereinbarung vermieten wir eine Studiowohnung in mitten des beliebten Berner Breitenrainquartier. Die Stadt Bern ist in einigen Gehminuten problemlos zu Fuss zu erreichen, mit einem Katzensprung sitzen Sie bereits im nächsten Tram.Die Wohnung verfügt über eine Kleinküche mit Plattenboden und Mikrowelle, Badezimmer mit Dusche und über ein helles Wohn-/ Schlafzimmer. Ein Keller gehört ebenfalls zur Wohnung.IDEAL für Studenten!Achtung. Eigenwerbung: Sie ziehen in eine Mietwohnung und benötigen Unterstützung für den bestmöglichen Verkauf Ihrer Immobilie? Kontaktieren Sie die DR. MEYER Immobilien AG für eine unverbindliche Offerte - wir sind gut darin.Bei den Fotos handelt es sich um eine Visualisierung, die Wohnung wird ohne Möbel vermietet. Hierbei handelt es sich um eine Musterwohnungen, Abweichungen zur verfügbaren Wohnung sind möglich.BesichtigungUm einen unverbindlichen Besichtigungstermin zu vereinbaren, erwarten wir gerne Ihre Kontaktaufnahme. Online Live-Besichtigungen Anbieter DR. MEYER Immobilien AG  Morgenstrasse 83A 3018 BernKontakt Garo Nicola  +41 31 996 42 10  +41 31 996 42 10  Nummer anzeigen Inseratenummer3001854531Objekt-Ref.301301.301301.b1f5q.2ja4f",3001854531
https://www.homegate.ch/mieten/3001870129,980,3013,Bern,Altenbergstrasse 22,1090,1.0,28.0,1969,False," Miete CHF 1’090.–  Zimmer  1  Fläche  28 m2Altenbergstrasse 22, 3013 BernDemografie und Steuern im Überblick: Gemeinde-Ratgeber für 3013 BernVerfügbarkeitVerfügbar ab:01.08.2022Entspannt umziehen: Kostenlose Offerten für Umzug und ReinigungKostenNettomiete:CHF 980.– Nebenkosten:CHF 110.– Miete:CHF 1’090.– Alternative zum Mietzinsdepot: Jahresprämie ab CHF 137.30 (aktuell zusätzliche 20% Rabatt)Einfach und schnell zum Betreibungsauszug: Jetzt online bestellen für CHF 29.–EckdatenObjekttyp:WohnungAnzahl Zimmer: 1 Etage: 1 Wohnfläche: 28 m2Baujahr: 1969 Beschreibung""sanierte Wohnung unterhalb der Berner Altstadt""Das Mehrfamilienhaus mit Lift  liegt an ruhiger und zentraler Lage unterhalb der schönen Berner Altstadt. Der Bus ist in wenigen Gehminuten gut zu erreichen. Auch diverse Einkaufsmöglichkeiten und Restaurants liegen in unmittelbarer Nähe. Die Nähe zur Aare oder der Rosengarten dienen Ihnen als Naherholungsgebiete.Wir vermieten per 1. August 2022 oder nach Vereinbarung eine sanierte 1-Zimmerwohnung mit folgender Ausstattung:- modernes Bad mit Duschwanne- helle Küche mit Geschirrspüler und Fenster - Korridor mit Wandschränken- Parkettboden im Zimmer - Kellerabteil- kein Balkon Für die Vereinbarung eines Besichtigungstermins können Sie sich gerne auf der Nummer 031 320 57 87 melden.Anbieter Von Graffenried AG Liegenschaften  Marktgass-Passage 3 3011 BernKontakt Brigitte Kneubühl  031 320 57 06  031 320 57 06  Nummer anzeigen Inseratenummer3001870129Objekt-Ref.20110.01.410030",3001870129
https://www.homegate.ch/mieten/3001857199,1150,3013,Bern,Greyerzstrasse 19,1290,1.5,50.0,1912,False," Wohnungsplan  Miete CHF 1’290.–  Zimmer  1.5  Fläche  50 m2Greyerzstrasse 19, 3013 BernDemografie und Steuern im Überblick: Gemeinde-Ratgeber für 3013 BernVerfügbarkeitVerfügbar ab:01.08.2022Entspannt umziehen: Kostenlose Offerten für Umzug und ReinigungKostenNettomiete:CHF 1’150.– Nebenkosten:CHF 140.– Miete:CHF 1’290.– Alternative zum Mietzinsdepot: Jahresprämie ab CHF 162.50 (aktuell zusätzliche 20% Rabatt)Einfach und schnell zum Betreibungsauszug: Jetzt online bestellen für CHF 29.–EckdatenObjekttyp:WohnungAnzahl Zimmer: 1.5 Etage: -1 Wohnfläche: 50 m2Baujahr: 1912 Beschreibung""1.5- Zimmerwohnung, Sous-Sol""Die Liegenschaft befindet sich an sehr zentraler Lage. Die Stadt Bern ist mit den öffentlichen Verkehrmitteln oder auch zu Fuss in nur wenigen Minuten erreichbar. Einkaufsmöglichkeiten, Schulen sowie die Aare befinden sich in unmittelbarer Nähe. Das Haus hat keinen Lift. Die helle Wohnung verfügt über eine moderne, offene Küche. Das Badezimmer ist mit Dusche und mit modernem Komfort ausgestattet. Es sind Plattenböden und dunkler Parkett verlegt. Diverse Farbakzente sorgen für ein heimeliges Wohngefühl. Das Reduit bietet zusätzlichen Stauraum.Besichtigung Online Live-Besichtigungen  Kontakt für Besichtigung  Herr Muster  079 419 99 60  079 419 99 60  Nummer anzeigen Anbieter Robert Pfister AG  Neuengasse 17 3011 BernKontakt Jakob Katja  031 320 31 21  031 320 31 21  Nummer anzeigen Inseratenummer3001857199Objekt-Ref.103015.100010",3001857199
https://www.homegate.ch/mieten/3001725575,1240,3013,Bern,Lagerweg 4,1430,2.5,50.0,1938,True," Miete CHF 1’430.–  Zimmer  2.5  Fläche  50 m2Lagerweg 4, 3013 BernDemografie und Steuern im Überblick: Gemeinde-Ratgeber für 3013 BernVerfügbarkeitVerfügbar ab:SofortEntspannt umziehen: Kostenlose Offerten für Umzug und ReinigungKostenNettomiete:CHF 1’240.– Nebenkosten:CHF 190.– Miete:CHF 1’430.– Alternative zum Mietzinsdepot: Jahresprämie ab CHF 180.20 (aktuell zusätzliche 20% Rabatt)Einfach und schnell zum Betreibungsauszug: Jetzt online bestellen für CHF 29.–EckdatenObjekttyp:DachwohnungAnzahl Zimmer: 2.5 Etage: 4 Wohnfläche: 50 m2Baujahr: 1938 Merkmale und AusstattungHaustiere erlaubtBalkon / TerrasseKabel-TVAussichtBeschreibung""Wohnen in mitten der Lorraine...""...Das können Sie hier.Wir bieten diese helle und schöne Wohnung an idealer Lage per sofort oder nach Vereinbarung.Die Wohnung bietet Ihnen folgende Vorzüge:- Offene Küche mit Glaskeramik und Geschirrspülmaschine- Wohn- und Schlafbereich mit Parkettboden- Grosser Estrich mit direktem Zugang aus der Wohnung- Badezimmer mit Badewanne- Innenhof mit gedecktem Sitzplatz zum Verweilen- Einstellhallenplatz kann dazugemietet werdenUmgebung:- Das Migros ist praktisch vor der Haustüre - Die praktische Bushaltestelle nur wenige Meter entfernt, zudem hat es diverse Restaurants und Cafés im Quartier.Haben wir Ihr Interesse geweckt? Zögern Sie nicht uns zu kontaktieren.Bitte beachten Sie das die Bilder als Refenezbilder diene und vom Objekt abweichen können.Anbieter Apleona Real Estate AG  Kirchstrasse 24  Postfach 3097 LiebefeldKontakt Menzel Alessio  +41 31 387 40 59  +41 31 387 40 59  Nummer anzeigen Inseratenummer3001725575Objekt-Ref.7845.02.0402",3001725575
https://www.homegate.ch/mieten/3001867488,1250,3013,Bern,Papiermühlestr. 2 B,1445,2.0,55.0,1948,True," 360° Rundgang  Miete CHF 1’445.–  Zimmer  2  Fläche  55 m2Papiermühlestr. 2 B, 3013 BernDemografie und Steuern im Überblick: Gemeinde-Ratgeber für 3013 BernVerfügbarkeitVerfügbar ab:SofortEntspannt umziehen: Kostenlose Offerten für Umzug und ReinigungKostenNettomiete:CHF 1’250.– Nebenkosten:CHF 195.– Miete:CHF 1’445.– Alternative zum Mietzinsdepot: Jahresprämie ab CHF 182.10 (aktuell zusätzliche 20% Rabatt)Einfach und schnell zum Betreibungsauszug: Jetzt online bestellen für CHF 29.–EckdatenObjekttyp:WohnungAnzahl Zimmer: 2 Etage: EG Wohnfläche: 55 m2Baujahr: 1948 Merkmale und AusstattungHaustiere erlaubtBalkon / TerrasseKabel-TVKinderfreundlichGarageNeubauAltbauAnfahrrampe LKWBeschreibung""Neu sanierte 2-Zimmerwohnung beim Rosengarten""Wir vermieten per 1. August 2022 vier zentral gelegene 2 Zimmer-Wohnungen:- Parkettböden in den Zimmern- Klinkerboden im Korridor- Praktische Einbauschränke im Korridor- Balkon - Backofen mit Steamerfunktion- Regenwalddusche mit Duschkabine aus Glas- Bushaltestelle in unmittelbarer NäheWebseiteAnbieter Wincasa AG  Wincasa Filiale Bern 1  Laupenstr. 19 / Postfach 3001 BernKontakt Wincasa AG  058 455 77 77  058 455 77 77  Nummer anzeigen Inseratenummer3001867488Objekt-Ref.07821.01.0003",3001867488
